0, Herz, Bube
94564, Kreuz, 7
94565, Pik, 6
94566, Herz, König
94567, Kreuz, 9
94568, Pik, 2
94569, Pik, 9
94570, Pik, 6
94571, Karo, König
94572, Kreuz, 4
94573, Pik, 4
94574, Pik, 2
94575, Karo, As
94576, Pik, Dame
94577, Kreuz, 2
94578, Karo, 3
94579, Kreuz, 2
94580, Pik, 5
94581, Kreuz, 4
94582, Herz, Bube
94583, Karo, 3
94584, Karo, Bube
94585, Karo, König
94586, Herz, 4
94587, Karo, 4
94588, Pik, 5
94589, Herz, 3
94590, Herz, König
94591, Karo, As
94592, Karo, 5
94593, Karo, 3
94594, Karo, König
94595, Herz, 5
94596, Karo, Dame
94597, Pik, As
94598, Kreuz, Bube
94599, Herz, 4
94600, Herz, Dame
94601, Pik, 4
94602, Karo, 2
94603, Karo, 5
94604, Pik, 4
94605, Karo, 4
94606, Pik, König
94607, Karo, 2
94608, Karo, Bube
94609, Herz, 2
94610, Karo, 6
94611, Karo, Dame
94612, Kreuz, 7
94613, Kreuz, Dame
94614, Herz, 3
94615, Karo, As
94616, Herz, 9
94617, Karo, 2
94618, Karo, 3
94619, Pik, 5
94620, Karo, 8
94621, Karo, 3
94622, Pik, 7
94623, Kreuz, König
94624, Karo, 2
94625, Herz, Bube
94626, Pik, Bube
94627, Pik, 8
94628, Herz, 7
94629, Pik, 9
94630, Pik, 2
94631, Herz, 6
94632, Karo, 4
94633, Pik, 9
94634, Herz, 10
94635, Herz, As
94636, Karo, 7
94637, Karo, Dame
94638, Kreuz, 4
94639, Karo, Dame
94640, Karo, 8
94641, Karo, Bube
94642, Herz, Dame
94643, Pik, 6
94644, Herz, 2
94645, Herz, 10
94646, Karo, Dame
94647, Kreuz, Bube
94648, Karo, 6
94649, Kreuz, 6
94650, Pik, As
94651, Kreuz, 5
94652, Kreuz, 9
94653, Pik, Dame
94654, Karo, Dame
94655, Pik, Bube
94656, Kreuz, 4
94657, Karo, 3
94658, Kreuz, Bube
94659, Kreuz, 9
94660, Pik, 9
94661, Kreuz, Bube
94662, Pik, 9
94663, Karo, 9
94664, Pik, 5
94665, Karo, Dame
94666, Pik, 10
94667, Herz, Dame
94668, Karo, Dame
94669, Herz, 10
94670, Karo, 6
94671, Pik, König
94672, Kreuz, König
94673, Pik, 5
94674, Karo, Dame
94675, Herz, 4
94676, Kreuz, König
94677, Kreuz, 5
94678, Karo, Dame
94679, Herz, König
94680, Karo, 9
94681, Karo, 7
94682, Pik, 5
94683, Karo, König
94684, Kreuz, Bube
94685, Karo, 10
94686, Kreuz, 4
94687, Pik, 3
94688, Kreuz, 2
94689, Pik, 2
94690, Herz, Dame
94691, Pik, Dame
94692, Pik, 8
94693, Kreuz, 5
94694, Kreuz, Bube
94695, Kreuz, 4
94696, Kreuz, 4
94697, Pik, As
94698, Kreuz, 3
94699, Kreuz, 6
94700, Karo, 7
94701, Kreuz, 6
94702, Karo, As
94703, Karo, 5
94704, Kreuz, Dame
94705, Herz, 3
94706, Pik, 5
94707, Karo, 4
94708, Kreuz, 4
94709, Karo, As
94710, Herz, As
94711, Herz, 9
94712, Karo, 8
94713, Pik, Dame
94714, Herz, 7
94715, Karo, 9
94716, Kreuz, 10
94717, Herz, 3
94718, Karo, 9
94719, Herz, 4
94720, Pik, 8
94721, Kreuz, 10
94722, Herz, 8
94723, Herz, König
94724, Pik, 5
94725, Karo, Bube
94726, Pik, Bube
94727, Karo, König
94728, Kreuz, Dame
94729, Karo, Dame
94730, Kreuz, 6
94731, Kreuz, 8
94732, Kreuz, Bube
94733, Herz, 6
94734, Herz, 2
94735, Pik, 3
94736, Pik, 9
94737, Karo, 2
94738, Pik, 3
94739, Herz, 7
94740, Pik, Bube
94741, Karo, 3
94742, Karo, König
94743, Kreuz, 5
94744, Herz, Bube
94745, Herz, 6
94746, Kreuz, Dame
94747, Herz, Dame
94748, Herz, 3
94749, Pik, 2
94750, Karo, Dame
94751, Herz, 9
94752, Kreuz, 4
94753, Herz, 3
94754, Kreuz, 9
94755, Herz, 2
94756, Pik, 2
94757, Karo, 7
94758, Pik, 10
94759, Herz, 7
94760, Kreuz, 8
94761, Kreuz, 8
94762, Herz, 6
94763, Herz, 3
94764, Herz, 5
94765, Pik, Bube
94766, Kreuz, Dame
94767, Karo, 4
94768, Kreuz, 9
94769, Pik, 7
94770, Karo, 7
94771, Pik, 7
94772, Karo, Dame
94773, Pik, 5
94774, Herz, 5
94775, Kreuz, 4
94776, Kreuz, Bube
94777, Karo, 7
94778, Pik, 2
94779, Herz, 4
94780, Pik, 9
94781, Karo, König
94782, Karo, As
94783, Kreuz, König
94784, Pik, König
94785, Karo, 2
94786, Kreuz, 3
94787, Herz, 8
94788, Herz, 4
94789, Kreuz, 10
94790, Kreuz, Bube
94791, Herz, 3
94792, Karo, 6
94793, Kreuz, 4
94794, Karo, Dame
94795, Kreuz, Bube
94796, Herz, 7
94797, Karo, 8
94798, Herz, 7
94799, Karo, 9
94800, Pik, 3
94801, Kreuz, 3
94802, Kreuz, 10
94803, Pik, 4
94804, Herz, Dame
94805, Karo, As
94806, Herz, Dame
94807, Herz, 3
94808, Herz, 8
94809, Pik, As
94810, Pik, 2
94811, Karo, 5
94812, Karo, Bube
94813, Kreuz, Dame
94814, Karo, As
94815, Kreuz, 7
94816, Karo, 7
94817, Karo, 7
94818, Kreuz, 5
94819, Karo, 4
94820, Pik, 10
94821, Karo, 9
94822, Pik, 9
94823, Kreuz, 2
94824, Karo, 6
94825, Kreuz, König
94826, Karo, 7
94827, Herz, 4
94828, Kreuz, As
94829, Herz, 7
94830, Pik, 10
94831, Pik, 8
94832, Herz, König
94833, Kreuz, 4
94834, Pik, 7
94835, Kreuz, 9
94836, Kreuz, Dame
94837, Karo, 8
94838, Pik, König
94839, Pik, 2
94840, Herz, 8
94841, Karo, Bube
94842, Herz, 2
94843, Karo, 6
94844, Kreuz, 8
94845, Kreuz, 10
94846, Herz, 10
94847, Karo, 2
94848, Herz, König
94849, Karo, 5
94850, Pik, König
94851, Kreuz, 3
94852, Kreuz, 10
94853, Herz, 3
94854, Pik, As
94855, Karo, Bube
94856, Karo, Bube
94857, Kreuz, 10
94858, Herz, 10
94859, Pik, 7
94860, Karo, 10
94861, Karo, König
94862, Karo, 6
94863, Karo, Dame
94864, Kreuz, 9
94865, Herz, 7
94866, Kreuz, 5
94867, Karo, 3
94868, Pik, 4
94869, Kreuz, 8
94870, Karo, 2
94871, Herz, Bube
94872, Karo, Bube
94873, Herz, 6
94874, Pik, 4
94875, Pik, 2
94876, Pik, 6
94877, Karo, 8
94878, Herz, Bube
94879, Pik, 5
94880, Kreuz, König
94881, Herz, 2
94882, Pik, 8
94883, Pik, 7
94884, Karo, 7
94885, Pik, As
94886, Kreuz, 6
94887, Kreuz, Dame
94888, Kreuz, Dame
94889, Herz, Dame
94890, Pik, 9
94891, Kreuz, Bube
94892, Herz, 6
94893, Karo, 2
94894, Herz, 5
94895, Kreuz, Dame
94896, Herz, 2
94897, Herz, König
94898, Herz, 5
94899, Karo, Bube
94900, Herz, 8
94901, Pik, 9
94902, Kreuz, 9
94903, Kreuz, 10
94904, Herz, 4
94905, Kreuz, 7
94906, Kreuz, 3
94907, Kreuz, Dame
94908, Kreuz, 2
94909, Kreuz, 6
94910, Kreuz, 5
94911, Pik, 9
94912, Pik, 8
94913, Herz, 6
94914, Kreuz, 7
94915, Kreuz, As
94916, Kreuz, König
94917, Herz, As
94918, Kreuz, 2
94919, Herz, 2
94920, Kreuz, 6
94921, Karo, 4
94922, Kreuz, 6
94923, Kreuz, 2
94924, Herz, König
94925, Kreuz, 3
94926, Pik, 9
94927, Pik, 8
94928, Pik, 2
94929, Pik, Bube
94930, Pik, 7
94931, Kreuz, 5
94932, Herz, As
94933, Kreuz, König
94934, Kreuz, 10
94935, Herz, 3
94936, Herz, 10
94937, Pik, 2
94938, Kreuz, Bube
94939, Kreuz, Dame
94940, Herz, 7
94941, Karo, Bube
94942, Herz, 9
94943, Karo, 9
94944, Herz, Bube
94945, Kreuz, As
94946, Pik, 2
94947, Pik, Bube
94948, Pik, König
94949, Karo, 5
94950, Pik, As
94951, Karo, 7
94952, Kreuz, 8
94953, Pik, König
94954, Kreuz, Bube
94955, Pik, As
94956, Kreuz, 8
94957, Pik, 6
94958, Kreuz, König
94959, Herz, König
94960, Kreuz, König
94961, Herz, 2
94962, Pik, As
94963, Kreuz, As
94964, Karo, 4
94965, Kreuz, 3
94966, Herz, 5
94967, Pik, 8
94968, Herz, 4
94969, Pik, 5
94970, Pik, Bube
94971, Kreuz, 7
94972, Karo, As
94973, Kreuz, 6
94974, Kreuz, 8
94975, Karo, As
94976, Kreuz, 7
94977, Karo, As
94978, Pik, 10
94979, Pik, 9
94980, Herz, Dame
94981, Herz, 4
94982, Kreuz, 5
94983, Herz, 2
94984, Kreuz, 7
94985, Pik, 2
94986, Pik, 3
94987, Pik, Dame
94988, Kreuz, As
94989, Pik, 7
94990, Karo, 6
94991, Kreuz, 3
94992, Herz, 4
94993, Pik, 3
94994, Karo, 2
94995, Karo, 10
94996, Karo, 10
94997, Kreuz, 10
94998, Karo, 10
94999, Karo, 9
95000, Pik, 2
95001, Kreuz, 5
95002, Herz, 5
95003, Pik, 2
95004, Pik, 6
95005, Kreuz, König
95006, Karo, 7
95007, Herz, 2
95008, Kreuz, 6
95009, Pik, Bube
95010, Pik, 2
95011, Herz, 3
95012, Pik, As
95013, Kreuz, König
95014, Kreuz, 5
95015, Pik, 2
95016, Kreuz, König
95017, Kreuz, 8
95018, Pik, As
95019, Karo, 3
95020, Pik, 9
95021, Karo, 7
95022, Pik, Dame
95023, Kreuz, 4
95024, Kreuz, 7
95025, Pik, 4
95026, Pik, 8
95027, Pik, König
95028, Herz, 9
95029, Karo, Bube
95030, Karo, 4
95031, Pik, 4
95032, Pik, As
95033, Karo, 6
95034, Karo, Dame
95035, Kreuz, 10
95036, Pik, 7
95037, Karo, 9
95038, Karo, Bube
95039, Karo, 6
95040, Karo, Bube
95041, Herz, 8
95042, Karo, 7
95043, Karo, 4
95044, Pik, 8
95045, Kreuz, König
95046, Pik, 9
95047, Herz, Dame
95048, Kreuz, Bube
95049, Karo, 4
95050, Kreuz, 6
95051, Kreuz, 6
95052, Herz, 7
95053, Kreuz, As
95054, Pik, As
95055, Karo, König
95056, Pik, Bube
95057, Karo, 7
95058, Herz, 9
95059, Kreuz, Bube
95060, Kreuz, 9
95061, Herz, 10
95062, Karo, König
95063, Karo, 3
95064, Pik, 3
95065, Herz, 3
95066, Karo, 8
95067, Kreuz, 5
95068, Karo, 5
95069, Pik, 10
95070, Pik, 10
95071, Herz, 8
95072, Karo, 2
95073, Herz, 3
95074, Kreuz, 10
95075, Karo, 7
95076, Kreuz, König
95077, Kreuz, Dame
95078, Kreuz, 6
95079, Karo, Dame
95080, Kreuz, 2
95081, Herz, 3
95082, Pik, Dame
95083, Kreuz, 8
95084, Pik, 8
95085, Pik, 9
95086, Kreuz, 9
95087, Karo, 4
95088, Kreuz, 5
95089, Kreuz, 3
95090, Pik, 2
95091, Kreuz, 10
95092, Herz, 3
95093, Pik, Dame
95094, Pik, 2
95095, Karo, 5
95096, Karo, Bube
95097, Kreuz, Bube
95098, Kreuz, 2
95099, Kreuz, As
95100, Pik, 10
95101, Kreuz, 6
95102, Pik, 9
95103, Karo, 9
95104, Kreuz, 5
95105, Pik, 7
95106, Herz, 4
95107, Herz, 2
95108, Pik, Dame
95109, Kreuz, 3
95110, Herz, 6
95111, Karo, 9
95112, Herz, 3
95113, Karo, Dame
95114, Karo, König
95115, Pik, Dame
95116, Kreuz, 3
95117, Herz, 7
95118, Karo, Dame
95119, Kreuz, 3
95120, Karo, 4
95121, Herz, 10
95122, Kreuz, Dame
95123, Kreuz, As
95124, Herz, 7
95125, Pik, 2
95126, Herz, König
95127, Kreuz, 3
95128, Pik, 10
95129, Karo, 3
95130, Herz, 5
95131, Kreuz, 7
95132, Herz, As
95133, Karo, 6
95134, Herz, 3
95135, Karo, As
95136, Kreuz, 5
95137, Karo, 3
95138, Herz, 10
95139, Herz, 10
95140, Karo, 8
95141, Karo, 10
95142, Pik, 5
95143, Pik, 10
95144, Pik, Dame
95145, Kreuz, 2
95146, Herz, 3
95147, Kreuz, 8
95148, Karo, 9
95149, Kreuz, 4
95150, Karo, Dame
95151, Kreuz, 2
95152, Karo, 2
95153, Herz, 4
95154, Kreuz, 8
95155, Kreuz, 7
95156, Pik, König
95157, Herz, 9
95158, Herz, 8
95159, Karo, 6
95160, Herz, König
95161, Kreuz, Dame
95162, Pik, Bube
95163, Kreuz, 7
95164, Kreuz, 7
95165, Pik, 8
95166, Karo, 6
95167, Karo, 2
95168, Kreuz, 9
95169, Karo, 10
95170, Herz, 8
95171, Kreuz, 8
95172, Pik, 8
95173, Pik, 4
95174, Kreuz, 9
95175, Pik, As
95176, Pik, 10
95177, Herz, 8
95178, Karo, König
95179, Karo, 3
95180, Herz, 10
95181, Herz, 7
95182, Kreuz, 9
95183, Kreuz, König
95184, Pik, Dame
95185, Karo, As
95186, Herz, 4
95187, Pik, 4
95188, Karo, As
95189, Karo, 7
95190, Kreuz, 2
95191, Kreuz, 8
95192, Pik, 10
95193, Pik, 9
95194, Herz, 7
95195, Herz, 10
95196, Karo, 4
95197, Pik, 8
95198, Herz, As
95199, Pik, 9
95200, Karo, Bube
95201, Pik, 4
95202, Pik, 9
95203, Herz, 7
95204, Kreuz, Bube
95205, Karo, 8
95206, Karo, 3
95207, Karo, 3
95208, Herz, Dame
95209, Karo, 8
95210, Pik, 3
95211, Pik, 9
95212, Pik, Dame
95213, Herz, 4
95214, Herz, 9
95215, Karo, 4
95216, Karo, König
95217, Karo, 7
95218, Pik, As
95219, Karo, As
95220, Herz, 10
95221, Karo, 5
95222, Karo, König
95223, Karo, As
95224, Pik, 9
95225, Kreuz, 3
95226, Herz, 9
95227, Pik, 6
95228, Pik, 10
95229, Pik, 8
95230, Kreuz, 7
95231, Pik, Dame
95232, Herz, 7
95233, Kreuz, 3
95234, Herz, 3
95235, Kreuz, 9
95236, Kreuz, 7
95237, Pik, 8
95238, Pik, König
95239, Kreuz, As
95240, Karo, 9
95241, Kreuz, 7
95242, Herz, As
95243, Pik, 10
95244, Kreuz, 2
95245, Herz, 2
95246, Herz, 3
95247, Pik, 4
95248, Karo, Bube
95249, Herz, 7
95250, Pik, 9
95251, Pik, 4
95252, Pik, 4
95253, Karo, Dame
95254, Karo, Bube
95255, Kreuz, König
95256, Pik, König
95257, Herz, 7
95258, Pik, 2
95259, Kreuz, Dame
95260, Karo, 7
95261, Kreuz, 10
95262, Karo, As
95263, Herz, 9
95264, Kreuz, König
95265, Pik, As
95266, Herz, Dame
95267, Pik, Dame
95268, Herz, 5
95269, Herz, 5
95270, Kreuz, 5
95271, Kreuz, 9
95272, Kreuz, 4
95273, Karo, 10
95274, Karo, 7
95275, Pik, 7
95276, Kreuz, 6
95277, Kreuz, 7
95278, Pik, 9
95279, Herz, 6
95280, Herz, 6
95281, Kreuz, 6
95282, Pik, 7
95283, Kreuz, 8
95284, Karo, Dame
95285, Pik, Dame
95286, Karo, Bube
95287, Kreuz, Bube
95288, Herz, 4
95289, Pik, 4
95290, Kreuz, 5
95291, Kreuz, 5
95292, Kreuz, 8
95293, Kreuz, 2
95294, Kreuz, As
95295, Herz, 8
95296, Pik, 9
95297, Herz, 8
95298, Karo, 3
95299, Herz, 8
95300, Pik, As
95301, Kreuz, 8
95302, Herz, 5
95303, Karo, 9
95304, Karo, 7
95305, Karo, 2
95306, Kreuz, As
95307, Herz, 6
95308, Herz, Dame
95309, Karo, 6
95310, Pik, 8
95311, Kreuz, As
95312, Herz, 2
95313, Pik, 4
95314, Pik, 8
95315, Karo, 5
95316, Karo, 4
95317, Herz, 7
95318, Pik, Dame
95319, Karo, 3
95320, Pik, 5
95321, Herz, 7
95322, Herz, 7
95323, Karo, 7
95324, Karo, Bube
95325, Karo, 3
95326, Karo, 3
95327, Karo, 6
95328, Karo, 10
95329, Kreuz, 5
95330, Karo, 6
95331, Herz, 4
95332, Herz, König
95333, Pik, 5
95334, Kreuz, Dame
95335, Kreuz, 3
95336, Kreuz, 3
95337, Kreuz, 9
95338, Pik, 2
95339, Herz, 9
95340, Kreuz, 8
95341, Herz, 3
95342, Kreuz, 8
95343, Pik, Dame
95344, Kreuz, 4
95345, Karo, König
95346, Karo, König
95347, Herz, 6
95348, Pik, 7
95349, Kreuz, 2
95350, Karo, Bube
95351, Karo, 5
95352, Karo, Dame
95353, Karo, 2
95354, Karo, Dame
95355, Kreuz, 3
95356, Herz, 8
95357, Herz, 7
95358, Kreuz, 6
95359, Herz, 9
95360, Kreuz, 3
95361, Karo, 5
95362, Pik, Dame
95363, Karo, 5
95364, Herz, Bube
95365, Pik, Bube
95366, Karo, 8
95367, Herz, 5
95368, Pik, König
95369, Kreuz, 4
95370, Kreuz, 6
95371, Karo, Bube
95372, Herz, 2
95373, Karo, As
95374, Herz, Dame
95375, Kreuz, As
95376, Karo, 9
95377, Karo, 7
95378, Kreuz, Bube
95379, Karo, Bube
95380, Pik, 5
95381, Herz, Dame
95382, Pik, 4
95383, Herz, Bube
95384, Kreuz, 9
95385, Pik, Bube
95386, Pik, Bube
95387, Karo, As
95388, Pik, 5
95389, Pik, 6
95390, Herz, 2
95391, Karo, 7
95392, Kreuz, Dame
95393, Karo, 8
95394, Kreuz, As
95395, Pik, 9
95396, Kreuz, 2
95397, Kreuz, 9
95398, Kreuz, 3
95399, Pik, Bube
95400, Pik, 2
95401, Pik, 5
95402, Karo, 7
95403, Karo, 10
95404, Kreuz, 7
95405, Pik, Bube
95406, Kreuz, 6
95407, Karo, 4
95408, Kreuz, 8
95409, Kreuz, Bube
95410, Kreuz, 7
95411, Kreuz, 4
95412, Pik, 4
95413, Kreuz, 9
95414, Herz, 2
95415, Herz, 3
95416, Kreuz, 10
95417, Herz, 8
95418, Karo, As
95419, Pik, 3
95420, Herz, 7
95421, Kreuz, 8
95422, Pik, 8
95423, Herz, As
95424, Kreuz, Dame
95425, Pik, 10
95426, Kreuz, 10
95427, Pik, 2
95428, Kreuz, 3
95429, Karo, König
95430, Herz, Bube
95431, Karo, 10
95432, Karo, König
95433, Kreuz, 6
95434, Kreuz, 9
95435, Karo, As
95436, Herz, 6
95437, Kreuz, 7
95438, Kreuz, 10
95439, Karo, Dame
95440, Herz, As
95441, Herz, 6
95442, Karo, Bube
95443, Herz, 2
95444, Karo, Bube
95445, Pik, 3
95446, Kreuz, 8
95447, Karo, Bube
95448, Karo, 10
95449, Karo, 6
95450, Pik, 8
95451, Herz, Dame
95452, Karo, Bube
95453, Pik, Bube
95454, Kreuz, Bube
95455, Kreuz, 7
95456, Karo, 5
95457, Kreuz, 2
95458, Herz, 5
95459, Herz, 5
95460, Pik, 7
95461, Pik, Dame
95462, Herz, 9
95463, Kreuz, 3
95464, Kreuz, 9
95465, Kreuz, Bube
95466, Herz, 5
95467, Herz, 10
95468, Herz, 6
95469, Herz, As
95470, Kreuz, 3
95471, Herz, 7
95472, Karo, Dame
95473, Herz, 2
95474, Karo, 2
95475, Karo, 10
95476, Karo, 7
95477, Kreuz, 3
95478, Karo, 3
95479, Herz, 2
95480, Pik, Dame
95481, Kreuz, König
95482, Karo, 3
95483, Kreuz, As
95484, Karo, 5
95485, Kreuz, 7
95486, Herz, 10
95487, Pik, 5
95488, Karo, As
95489, Pik, Bube
95490, Karo, 9
95491, Karo, 9
95492, Karo, 6
95493, Pik, König
95494, Pik, Bube
95495, Pik, Bube
95496, Herz, 10
95497, Karo, 4
95498, Karo, König
95499, Karo, Dame
95500, Herz, König
95501, Herz, Dame
95502, Kreuz, 7
95503, Herz, 4
95504, Herz, Dame
95505, Pik, 5
95506, Karo, 6
95507, Herz, 2
95508, Kreuz, 3
95509, Karo, 10
95510, Pik, 4
95511, Kreuz, 10
95512, Pik, 2
95513, Kreuz, As
95514, Pik, 5
95515, Kreuz, 2
95516, Pik, 10
95517, Herz, 10
95518, Pik, 8
95519, Herz, 4
95520, Pik, 2
95521, Karo, Bube
95522, Kreuz, 8
95523, Karo, 4
95524, Karo, 3
95525, Herz, 3
95526, Karo, 10
95527, Karo, 9
95528, Kreuz, König
95529, Herz, 10
95530, Pik, 9
95531, Herz, 5
95532, Pik, 9
95533, Pik, 10
95534, Karo, 6
95535, Karo, König
95536, Pik, As
95537, Pik, 6
95538, Kreuz, 10
95539, Pik, König
95540, Pik, 4
95541, Pik, As
95542, Herz, Bube
95543, Kreuz, 9
95544, Pik, 6
95545, Kreuz, 7
95546, Pik, 5
95547, Kreuz, 8
95548, Pik, 6
95549, Herz, 2
95550, Karo, Bube
95551, Herz, Bube
95552, Kreuz, 9
95553, Herz, 6
95554, Herz, 9
95555, Herz, 2
95556, Kreuz, Bube
95557, Kreuz, 8
95558, Karo, As
95559, Herz, 9
95560, Herz, 8
95561, Kreuz, Dame
95562, Herz, 9
95563, Herz, 7
95564, Pik, 6
95565, Kreuz, 2
95566, Pik, 2
95567, Pik, 7
95568, Kreuz, 8
95569, Pik, 8
95570, Karo, König
95571, Kreuz, 10
95572, Kreuz, 5
95573, Pik, 3
95574, Herz, 9
95575, Karo, 7
95576, Herz, Bube
95577, Kreuz, Dame
95578, Kreuz, 9
95579, Herz, 9
95580, Herz, 7
95581, Kreuz, 7
95582, Herz, 5
95583, Pik, Bube
95584, Pik, 6
95585, Karo, Dame
95586, Pik, 10
95587, Pik, 8
95588, Pik, 10
95589, Herz, 8
95590, Herz, König
95591, Pik, 6
95592, Kreuz, 10
95593, Kreuz, König
95594, Herz, 2
95595, Karo, 8
95596, Karo, 8
95597, Kreuz, As
95598, Kreuz, 4
95599, Herz, 6
95600, Karo, 3
95601, Herz, 2
95602, Herz, 6
95603, Karo, Bube
95604, Pik, 3
95605, Pik, 7
95606, Herz, König
95607, Herz, 8
95608, Karo, 7
95609, Herz, Bube
95610, Pik, As
95611, Kreuz, As
95612, Kreuz, 5
95613, Pik, 9
95614, Kreuz, Bube
95615, Karo, 5
95616, Karo, 4
95617, Pik, 3
95618, Herz, König
95619, Karo, 3
95620, Karo, 6
95621, Pik, Dame
95622, Karo, 4
95623, Pik, 10
95624, Karo, 2
95625, Pik, As
95626, Pik, 9
95627, Karo, 10
95628, Karo, König
95629, Karo, Bube
95630, Kreuz, 5
95631, Herz, Dame
95632, Kreuz, 3
95633, Pik, 8
95634, Herz, 7
95635, Kreuz, As
95636, Herz, 2
95637, Kreuz, 8
95638, Kreuz, Bube
95639, Herz, Bube
95640, Pik, 2
95641, Pik, König
95642, Kreuz, 7
95643, Herz, 5
95644, Pik, 4
95645, Pik, 7
95646, Karo, 6
95647, Kreuz, 2
95648, Karo, 4
95649, Pik, 9
95650, Kreuz, 10
95651, Pik, 2
95652, Pik, As
95653, Karo, 4
95654, Herz, Bube
95655, Kreuz, 6
95656, Karo, 8
95657, Herz, 2
95658, Kreuz, 5
95659, Karo, 6
95660, Pik, 5
95661, Pik, 5
95662, Karo, 9
95663, Karo, As
95664, Herz, Bube
95665, Pik, Bube
95666, Kreuz, 3
95667, Pik, 2
95668, Karo, 8
95669, Karo, 9
95670, Karo, König
95671, Herz, 6
95672, Pik, As
95673, Karo, 7
95674, Kreuz, 8
95675, Kreuz, König
95676, Herz, König
95677, Kreuz, 10
95678, Kreuz, 7
95679, Pik, 6
95680, Karo, König
95681, Herz, 7
95682, Herz, 2
95683, Pik, Dame
95684, Karo, 4
95685, Kreuz, König
95686, Karo, As
95687, Kreuz, Bube
95688, Karo, 2
95689, Herz, 8
95690, Pik, König
95691, Herz, As
95692, Herz, 5
95693, Herz, 5
95694, Kreuz, 7
95695, Karo, Bube
95696, Herz, Dame
95697, Herz, 8
95698, Pik, 3
95699, Herz, 6
95700, Kreuz, 6
95701, Kreuz, 6
95702, Karo, 8
95703, Karo, 8
95704, Kreuz, As
95705, Pik, König
95706, Karo, 8
95707, Karo, 10
95708, Herz, Bube
95709, Karo, 2
95710, Kreuz, 6
95711, Herz, 7
95712, Pik, 2
95713, Kreuz, Bube
95714, Karo, König
95715, Herz, König
95716, Karo, 7
95717, Kreuz, 6
95718, Pik, König
95719, Karo, 7
95720, Pik, Bube
95721, Pik, Bube
95722, Herz, Bube
95723, Karo, Dame
95724, Kreuz, 8
95725, Herz, 4
95726, Herz, 5
95727, Herz, 5
95728, Karo, 10
95729, Kreuz, König
95730, Kreuz, As
95731, Herz, König
95732, Pik, 7
95733, Karo, 8
95734, Herz, 8
95735, Kreuz, König
95736, Kreuz, As
95737, Pik, 7
95738, Pik, 10
95739, Karo, 4
95740, Karo, 8
95741, Karo, 8
95742, Pik, 10
95743, Pik, 4
95744, Herz, 6
95745, Herz, 9
95746, Herz, König
95747, Karo, 10
95748, Pik, 4
95749, Herz, As
95750, Herz, 5
95751, Herz, Dame
95752, Herz, 8
95753, Herz, As
95754, Kreuz, 4
95755, Pik, 6
95756, Pik, Bube
95757, Pik, 10
95758, Karo, Dame
95759, Pik, 3
95760, Kreuz, 8
95761, Herz, 2
95762, Herz, As
95763, Pik, 7
95764, Karo, 7
95765, Pik, 7
95766, Karo, 9
95767, Kreuz, 7
95768, Karo, Dame
95769, Karo, 2
95770, Pik, 2
95771, Herz, 3
95772, Herz, Dame
95773, Kreuz, 7
95774, Karo, 8
95775, Karo, 4
95776, Herz, 4
95777, Kreuz, 5
95778, Karo, Bube
95779, Karo, Bube
95780, Karo, Dame
95781, Kreuz, 9
95782, Karo, As
95783, Pik, König
95784, Herz, 7
95785, Pik, 9
95786, Pik, Dame
95787, Karo, 4
95788, Herz, 6
95789, Karo, 8
95790, Herz, 6
95791, Herz, 4
95792, Karo, 3
95793, Kreuz, 4
95794, Herz, König
95795, Herz, 7
95796, Pik, 7
95797, Kreuz, König
95798, Kreuz, 10
95799, Karo, König
95800, Pik, 8
95801, Herz, Bube
95802, Kreuz, As
95803, Karo, 3
95804, Karo, 6
95805, Pik, Bube
95806, Herz, 5
95807, Pik, 10
95808, Herz, As
95809, Kreuz, 9
95810, Kreuz, 6
95811, Karo, 10
95812, Karo, 3
95813, Herz, 6
95814, Karo, Dame
95815, Herz, As
95816, Karo, 10
95817, Karo, 3
95818, Pik, 5
95819, Pik, 7
95820, Herz, 3
95821, Kreuz, Dame
95822, Kreuz, Dame
95823, Herz, 2
95824, Pik, Dame
95825, Pik, Bube
95826, Kreuz, 6
95827, Pik, Dame
95828, Pik, 9
95829, Karo, Dame
95830, Kreuz, 8
95831, Herz, 8
95832, Herz, 7
95833, Pik, 7
95834, Pik, 3
95835, Kreuz, As
95836, Kreuz, Dame
95837, Herz, 2
95838, Pik, 6
95839, Kreuz, Bube
95840, Kreuz, 4
95841, Herz, 9
95842, Pik, 4
95843, Karo, 10
95844, Karo, 4
95845, Pik, 4
95846, Kreuz, Dame
95847, Herz, 3
95848, Herz, 3
95849, Herz, Dame
95850, Kreuz, 10
95851, Herz, 10
95852, Pik, 7
95853, Karo, 6
95854, Kreuz, König
95855, Kreuz, 2
95856, Kreuz, 10
95857, Herz, 4
95858, Kreuz, Dame
95859, Kreuz, 6
95860, Kreuz, Dame
95861, Kreuz, 9
95862, Pik, 9
95863, Kreuz, König
95864, Karo, 6
95865, Karo, 8
95866, Karo, 9
95867, Karo, 3
95868, Karo, 5
95869, Pik, 9
95870, Pik, Dame
95871, Kreuz, 2
95872, Kreuz, 10
95873, Karo, 5
95874, Karo, König
95875, Pik, 5
95876, Pik, Dame
95877, Herz, 9
95878, Kreuz, 8
95879, Pik, Dame
95880, Karo, As
95881, Pik, 5
95882, Herz, 9
95883, Kreuz, 5
95884, Pik, 10
95885, Pik, 5
95886, Karo, 4
95887, Pik, 7
95888, Karo, 7
95889, Karo, König
