0, Kreuz, 3
78865, Kreuz, 8
78866, Karo, As
78867, Kreuz, König
78868, Karo, 5
78869, Pik, 10
78870, Kreuz, 3
78871, Pik, 3
78872, Kreuz, 8
78873, Kreuz, As
78874, Pik, 9
78875, Karo, Bube
78876, Karo, 10
78877, Pik, 2
78878, Pik, 9
78879, Pik, 2
78880, Karo, 9
78881, Pik, 5
78882, Herz, 3
78883, Herz, 3
78884, Pik, Dame
78885, Karo, 8
78886, Kreuz, 5
78887, Karo, 10
78888, Kreuz, 2
78889, Herz, 10
78890, Karo, 8
78891, Kreuz, Bube
78892, Kreuz, 5
78893, Kreuz, Bube
78894, Karo, 10
78895, Karo, Dame
78896, Pik, 9
78897, Herz, 2
78898, Herz, As
78899, Kreuz, 9
78900, Herz, 10
78901, Herz, 2
78902, Karo, 10
78903, Herz, As
78904, Kreuz, 10
78905, Kreuz, 3
78906, Karo, 6
78907, Pik, Dame
78908, Herz, As
78909, Pik, 6
78910, Karo, As
78911, Kreuz, 8
78912, Pik, 9
78913, Kreuz, 7
78914, Herz, 2
78915, Herz, Dame
78916, Kreuz, Bube
78917, Karo, Dame
78918, Herz, As
78919, Kreuz, 10
78920, Karo, 6
78921, Karo, As
78922, Pik, 4
78923, Kreuz, As
78924, Pik, Dame
78925, Herz, As
78926, Herz, 9
78927, Kreuz, 9
78928, Karo, 5
78929, Pik, 10
78930, Pik, 8
78931, Herz, 6
78932, Kreuz, Dame
78933, Karo, 9
78934, Herz, 2
78935, Pik, 3
78936, Karo, 2
78937, Kreuz, 3
78938, Pik, 5
78939, Pik, König
78940, Pik, Bube
78941, Herz, 8
78942, Herz, Bube
78943, Karo, 2
78944, Karo, Bube
78945, Karo, 9
78946, Herz, Bube
78947, Herz, 2
78948, Herz, 3
78949, Herz, 7
78950, Pik, Bube
78951, Karo, As
78952, Pik, 8
78953, Karo, 4
78954, Herz, König
78955, Karo, König
78956, Herz, As
78957, Karo, 3
78958, Kreuz, 9
78959, Herz, 7
78960, Karo, As
78961, Pik, 10
78962, Pik, 3
78963, Kreuz, 9
78964, Herz, 8
78965, Karo, 5
78966, Karo, 6
78967, Kreuz, 7
78968, Herz, Dame
78969, Karo, 2
78970, Pik, Dame
78971, Pik, 5
78972, Herz, 2
78973, Karo, 7
78974, Herz, 2
78975, Herz, 5
78976, Kreuz, 6
78977, Kreuz, 3
78978, Herz, 7
78979, Kreuz, 7
78980, Pik, König
78981, Pik, Bube
78982, Karo, 9
78983, Herz, 2
78984, Pik, 4
78985, Kreuz, 3
78986, Kreuz, 6
78987, Kreuz, 9
78988, Herz, Bube
78989, Karo, 4
78990, Pik, 6
78991, Kreuz, 6
78992, Pik, 6
78993, Kreuz, König
78994, Karo, 2
78995, Kreuz, 7
78996, Karo, 3
78997, Karo, 10
78998, Herz, 9
78999, Herz, 4
79000, Pik, 6
79001, Kreuz, 9
79002, Kreuz, Bube
79003, Herz, Bube
79004, Kreuz, As
79005, Kreuz, 6
79006, Pik, 8
79007, Karo, 10
79008, Kreuz, Dame
79009, Herz, König
79010, Kreuz, 6
79011, Kreuz, 3
79012, Karo, 3
79013, Karo, König
79014, Herz, 4
79015, Karo, 10
79016, Karo, 2
79017, Pik, König
79018, Herz, 7
79019, Karo, 6
79020, Kreuz, 6
79021, Herz, 5
79022, Kreuz, 4
79023, Karo, 7
79024, Herz, 9
79025, Kreuz, 6
79026, Karo, 5
79027, Herz, Dame
79028, Karo, 2
79029, Herz, 3
79030, Kreuz, 7
79031, Herz, 6
79032, Herz, 9
79033, Pik, As
79034, Pik, 9
79035, Karo, As
79036, Karo, 8
79037, Pik, Bube
79038, Karo, König
79039, Herz, 5
79040, Kreuz, 6
79041, Kreuz, Dame
79042, Pik, 7
79043, Pik, As
79044, Kreuz, 9
79045, Karo, 4
79046, Kreuz, König
79047, Karo, König
79048, Karo, 5
79049, Pik, 4
79050, Kreuz, 7
79051, Karo, 4
79052, Pik, 7
79053, Karo, 6
79054, Kreuz, 7
79055, Pik, 2
79056, Herz, 2
79057, Pik, 10
79058, Herz, 5
79059, Kreuz, 7
79060, Pik, 8
79061, Karo, 9
79062, Karo, 3
79063, Herz, 7
79064, Kreuz, 10
79065, Karo, 2
79066, Karo, 4
79067, Herz, Dame
79068, Pik, Bube
79069, Karo, Dame
79070, Karo, 5
79071, Herz, Bube
79072, Herz, Bube
79073, Kreuz, 6
79074, Kreuz, 7
79075, Pik, Bube
79076, Kreuz, As
79077, Karo, 2
79078, Herz, Bube
79079, Kreuz, 3
79080, Herz, 4
79081, Kreuz, König
79082, Kreuz, As
79083, Karo, 7
79084, Herz, 5
79085, Pik, As
79086, Karo, 2
79087, Karo, 7
79088, Kreuz, 8
79089, Herz, 3
79090, Karo, 7
79091, Karo, 6
79092, Herz, König
79093, Herz, Bube
79094, Karo, 9
79095, Kreuz, 5
79096, Karo, Dame
79097, Pik, 4
79098, Herz, 5
79099, Pik, 10
79100, Herz, 5
79101, Karo, As
79102, Karo, 2
79103, Herz, 2
79104, Karo, Bube
79105, Kreuz, As
79106, Pik, 3
79107, Karo, Dame
79108, Pik, 2
79109, Karo, 6
79110, Pik, 4
79111, Kreuz, Dame
79112, Karo, 5
79113, Karo, König
79114, Herz, 4
79115, Kreuz, 9
79116, Pik, 8
79117, Pik, As
79118, Kreuz, 7
79119, Herz, König
79120, Kreuz, 7
79121, Herz, 9
79122, Kreuz, 6
79123, Pik, König
79124, Karo, 5
79125, Herz, König
79126, Kreuz, As
79127, Pik, 3
79128, Herz, 5
79129, Herz, 3
79130, Pik, 5
79131, Kreuz, 8
79132, Pik, 4
79133, Pik, Bube
79134, Kreuz, 6
79135, Pik, Dame
79136, Kreuz, 2
79137, Herz, Dame
79138, Pik, 4
79139, Pik, 3
79140, Kreuz, 8
79141, Karo, 3
79142, Herz, Bube
79143, Herz, 5
79144, Herz, 6
79145, Pik, 4
79146, Pik, 7
79147, Pik, Bube
79148, Karo, As
79149, Pik, 8
79150, Karo, 7
79151, Karo, 3
79152, Karo, 2
79153, Karo, 6
79154, Karo, Dame
79155, Herz, 7
79156, Kreuz, 10
79157, Karo, Bube
79158, Karo, 10
79159, Karo, 5
79160, Kreuz, 9
79161, Pik, 4
79162, Karo, As
79163, Pik, 7
79164, Kreuz, König
79165, Karo, König
79166, Karo, Bube
79167, Karo, König
79168, Karo, 5
79169, Karo, 2
79170, Karo, Bube
79171, Herz, König
79172, Herz, 7
79173, Pik, Dame
79174, Karo, 2
79175, Kreuz, 6
79176, Karo, 3
79177, Kreuz, 4
79178, Kreuz, 5
79179, Herz, 8
79180, Pik, 10
79181, Pik, 5
79182, Herz, 10
79183, Pik, 5
79184, Herz, Dame
79185, Pik, 3
79186, Herz, 4
79187, Herz, 9
79188, Herz, 7
79189, Karo, 3
79190, Kreuz, 6
79191, Pik, 3
79192, Karo, 9
79193, Herz, Bube
79194, Pik, 5
79195, Karo, König
79196, Pik, 4
79197, Karo, König
79198, Karo, 6
79199, Pik, 8
79200, Pik, Dame
79201, Karo, 10
79202, Herz, Bube
79203, Pik, 9
79204, Herz, 6
79205, Pik, As
79206, Kreuz, 2
79207, Kreuz, 3
79208, Pik, 10
79209, Pik, 7
79210, Kreuz, 3
79211, Pik, 7
79212, Pik, 6
79213, Kreuz, Dame
79214, Karo, 4
79215, Pik, As
79216, Pik, Bube
79217, Herz, 9
79218, Karo, 10
79219, Karo, 10
79220, Pik, 2
79221, Kreuz, 9
79222, Pik, 7
79223, Karo, Dame
79224, Herz, 9
79225, Karo, 3
79226, Pik, 8
79227, Karo, Bube
79228, Herz, 2
79229, Pik, 5
79230, Kreuz, Dame
79231, Kreuz, 6
79232, Kreuz, Bube
79233, Pik, 6
79234, Pik, As
79235, Herz, König
79236, Herz, König
79237, Herz, 2
79238, Herz, 9
79239, Karo, 2
79240, Karo, 9
79241, Pik, 4
79242, Pik, 2
79243, Karo, As
79244, Pik, 2
79245, Karo, Bube
79246, Karo, 3
79247, Herz, 10
79248, Herz, 5
79249, Pik, 2
79250, Kreuz, 6
79251, Karo, Dame
79252, Herz, 2
79253, Kreuz, 2
79254, Kreuz, 9
79255, Kreuz, Bube
79256, Karo, As
79257, Karo, 4
79258, Karo, 4
79259, Kreuz, 2
79260, Karo, 6
79261, Karo, As
79262, Kreuz, Bube
79263, Karo, König
79264, Pik, 8
79265, Herz, 5
79266, Kreuz, 2
79267, Herz, As
79268, Kreuz, As
79269, Karo, Dame
79270, Kreuz, 2
79271, Pik, König
79272, Kreuz, As
79273, Herz, Dame
79274, Pik, As
79275, Karo, 9
79276, Herz, Bube
79277, Karo, 3
79278, Pik, Bube
79279, Herz, 2
79280, Karo, 3
79281, Pik, 5
79282, Karo, 6
79283, Kreuz, 7
79284, Karo, König
79285, Pik, 3
79286, Kreuz, 8
79287, Pik, 5
79288, Pik, 7
79289, Kreuz, König
79290, Pik, 3
79291, Kreuz, 10
79292, Herz, 5
79293, Karo, 9
79294, Herz, 9
79295, Kreuz, 5
79296, Pik, 7
79297, Pik, Dame
79298, Karo, Dame
79299, Pik, 5
79300, Pik, 9
79301, Herz, 9
79302, Herz, 6
79303, Karo, Bube
79304, Karo, 7
79305, Herz, 10
79306, Karo, Bube
79307, Kreuz, 7
79308, Herz, Dame
79309, Kreuz, 4
79310, Karo, 2
79311, Karo, 2
79312, Kreuz, Dame
79313, Kreuz, 9
79314, Herz, Bube
79315, Herz, 8
79316, Karo, Bube
79317, Herz, 10
79318, Pik, 10
79319, Kreuz, 3
79320, Pik, 4
79321, Karo, 9
79322, Herz, 8
79323, Karo, 7
79324, Herz, 8
79325, Karo, As
79326, Herz, 5
79327, Herz, 4
79328, Kreuz, 8
79329, Herz, 3
79330, Karo, König
79331, Kreuz, 5
79332, Karo, 3
79333, Karo, 2
79334, Herz, 7
79335, Herz, 4
79336, Karo, Dame
79337, Kreuz, 6
79338, Herz, Dame
79339, Herz, 7
79340, Herz, 3
79341, Karo, 8
79342, Herz, As
79343, Pik, Dame
79344, Kreuz, 2
79345, Kreuz, 6
79346, Karo, 7
79347, Karo, 9
79348, Herz, 2
79349, Kreuz, As
79350, Herz, 9
79351, Kreuz, 10
79352, Karo, 7
79353, Kreuz, Bube
79354, Herz, Dame
79355, Kreuz, 4
79356, Pik, König
79357, Herz, 9
79358, Kreuz, Bube
79359, Karo, 4
79360, Herz, 10
79361, Herz, 8
79362, Karo, 8
79363, Pik, 10
79364, Pik, 9
79365, Pik, 2
79366, Pik, 5
79367, Pik, Bube
79368, Kreuz, 4
79369, Herz, As
79370, Herz, 7
79371, Kreuz, As
79372, Kreuz, Bube
79373, Herz, As
79374, Pik, 6
79375, Kreuz, As
79376, Pik, 5
79377, Herz, 10
79378, Pik, König
79379, Herz, Dame
79380, Herz, 6
79381, Pik, 2
79382, Pik, 9
79383, Kreuz, 8
79384, Karo, Bube
79385, Herz, Dame
79386, Herz, 4
79387, Pik, Dame
79388, Pik, 10
79389, Herz, 6
79390, Kreuz, 4
79391, Karo, 10
79392, Herz, 4
79393, Herz, 5
79394, Karo, Bube
79395, Kreuz, 9
79396, Pik, Dame
79397, Karo, Dame
79398, Herz, 3
79399, Herz, As
79400, Karo, 6
79401, Herz, 5
79402, Herz, 2
79403, Karo, 5
79404, Herz, Bube
79405, Pik, 9
79406, Herz, 4
79407, Pik, 8
79408, Herz, 4
79409, Kreuz, 4
79410, Kreuz, 3
79411, Pik, 7
79412, Pik, 6
79413, Pik, Bube
79414, Kreuz, König
79415, Karo, 7
79416, Karo, König
79417, Kreuz, Dame
79418, Kreuz, Dame
79419, Karo, 6
79420, Kreuz, 2
79421, Kreuz, 3
79422, Herz, Bube
79423, Kreuz, 6
79424, Karo, 3
79425, Karo, 8
79426, Karo, 10
79427, Herz, 4
79428, Kreuz, 10
79429, Herz, 8
79430, Pik, 7
79431, Karo, 3
79432, Karo, 10
79433, Herz, 7
79434, Herz, König
79435, Pik, 9
79436, Karo, 6
79437, Karo, 2
79438, Pik, 7
79439, Pik, 2
79440, Herz, 7
79441, Pik, 3
79442, Herz, As
79443, Karo, 10
79444, Karo, Dame
79445, Pik, 10
79446, Pik, 4
79447, Pik, 7
79448, Pik, 4
79449, Pik, 3
79450, Karo, Bube
79451, Kreuz, Bube
79452, Pik, As
79453, Pik, 7
79454, Kreuz, 7
79455, Kreuz, 6
79456, Pik, 9
79457, Karo, As
79458, Kreuz, König
79459, Herz, Bube
79460, Kreuz, 2
79461, Herz, Dame
79462, Karo, Bube
79463, Kreuz, 6
79464, Pik, 6
79465, Pik, 3
79466, Kreuz, 2
79467, Karo, 2
79468, Karo, 7
79469, Herz, 10
79470, Herz, 4
79471, Karo, 6
79472, Herz, 8
79473, Kreuz, As
79474, Herz, As
79475, Kreuz, 6
79476, Herz, Dame
79477, Pik, 7
79478, Herz, Bube
79479, Pik, 4
79480, Herz, 8
79481, Karo, As
79482, Pik, 2
79483, Karo, 7
79484, Karo, Dame
79485, Karo, König
79486, Kreuz, 5
79487, Kreuz, 2
79488, Karo, 8
79489, Herz, Bube
79490, Pik, Dame
79491, Kreuz, 7
79492, Pik, Dame
79493, Kreuz, Bube
79494, Pik, 8
79495, Kreuz, Bube
79496, Herz, As
79497, Herz, 9
79498, Karo, 9
79499, Pik, 7
79500, Pik, Dame
79501, Kreuz, 10
79502, Karo, 3
79503, Pik, 10
79504, Herz, 8
79505, Karo, As
79506, Herz, 7
79507, Herz, 10
79508, Herz, 8
79509, Karo, 7
79510, Herz, 3
79511, Pik, Dame
79512, Pik, 3
79513, Kreuz, Bube
79514, Karo, 3
79515, Karo, 10
79516, Kreuz, 4
79517, Herz, 4
79518, Pik, 2
79519, Karo, 5
79520, Pik, 2
79521, Pik, Bube
79522, Herz, 5
79523, Herz, Dame
79524, Kreuz, Dame
79525, Pik, 2
79526, Kreuz, Dame
79527, Kreuz, 6
79528, Karo, 4
79529, Pik, Bube
79530, Herz, 10
79531, Pik, 7
79532, Pik, 6
79533, Pik, König
79534, Pik, 6
79535, Karo, Dame
79536, Karo, König
79537, Pik, König
79538, Karo, 5
79539, Karo, 4
79540, Karo, As
79541, Kreuz, 4
79542, Karo, 3
79543, Kreuz, 6
79544, Pik, 3
79545, Herz, 10
79546, Pik, Bube
79547, Pik, 6
79548, Herz, Dame
79549, Kreuz, 3
79550, Karo, 8
79551, Karo, As
79552, Karo, Bube
79553, Karo, 5
79554, Kreuz, 3
79555, Herz, 10
79556, Karo, 7
79557, Karo, 8
79558, Pik, 5
79559, Kreuz, Bube
79560, Pik, 9
79561, Kreuz, 6
79562, Pik, 10
79563, Karo, König
79564, Karo, König
79565, Pik, 3
79566, Pik, 7
79567, Herz, Bube
79568, Karo, König
79569, Pik, 7
79570, Herz, 3
79571, Herz, Dame
79572, Kreuz, As
79573, Kreuz, 3
79574, Herz, Bube
79575, Karo, 6
79576, Herz, 2
79577, Herz, Bube
79578, Kreuz, 10
79579, Herz, 3
79580, Kreuz, 10
79581, Karo, As
79582, Herz, Bube
79583, Herz, 2
79584, Pik, 8
79585, Pik, Bube
79586, Kreuz, 9
79587, Kreuz, 6
79588, Pik, 9
79589, Karo, 8
79590, Karo, 6
79591, Herz, 3
79592, Herz, König
79593, Herz, As
79594, Kreuz, Bube
79595, Pik, Dame
79596, Herz, As
79597, Pik, 7
79598, Kreuz, 5
79599, Pik, Bube
79600, Pik, 4
79601, Pik, 7
79602, Pik, 6
79603, Herz, 8
79604, Herz, Dame
79605, Herz, 4
79606, Kreuz, Bube
79607, Kreuz, As
79608, Karo, Bube
79609, Karo, 5
79610, Herz, Bube
79611, Pik, 10
79612, Kreuz, 10
79613, Karo, 5
79614, Karo, As
79615, Karo, 2
79616, Herz, Bube
79617, Karo, 9
79618, Herz, 8
79619, Pik, 7
79620, Kreuz, 3
79621, Kreuz, 5
79622, Karo, Dame
79623, Pik, Bube
79624, Pik, 6
79625, Karo, 5
79626, Pik, 2
79627, Pik, König
79628, Herz, As
79629, Herz, 3
79630, Herz, 3
79631, Kreuz, 9
79632, Karo, 6
79633, Karo, 8
79634, Karo, 8
79635, Pik, 3
79636, Pik, 9
79637, Pik, 10
79638, Karo, 4
79639, Kreuz, Bube
79640, Pik, 6
79641, Karo, König
79642, Herz, 3
79643, Herz, 3
79644, Kreuz, 4
79645, Herz, 6
79646, Kreuz, 6
79647, Kreuz, Dame
79648, Herz, König
79649, Herz, Bube
79650, Herz, 2
79651, Karo, 8
79652, Karo, 5
79653, Kreuz, Bube
79654, Herz, 9
79655, Karo, 9
79656, Herz, Dame
79657, Herz, 8
79658, Pik, 5
79659, Kreuz, As
79660, Kreuz, 4
79661, Karo, Bube
79662, Herz, Dame
79663, Kreuz, 9
79664, Kreuz, 4
79665, Herz, 4
79666, Kreuz, 5
79667, Karo, As
79668, Pik, König
79669, Kreuz, 2
79670, Herz, 4
79671, Pik, 4
79672, Karo, 8
79673, Pik, 7
79674, Karo, König
79675, Pik, König
79676, Pik, 7
79677, Herz, Bube
79678, Karo, 8
79679, Herz, As
79680, Kreuz, Bube
79681, Pik, König
79682, Herz, 5
79683, Herz, 5
79684, Pik, Bube
79685, Karo, 5
79686, Herz, 7
79687, Karo, 10
79688, Pik, 3
79689, Karo, 10
79690, Kreuz, 3
79691, Herz, 4
79692, Pik, 2
79693, Herz, As
79694, Herz, As
79695, Herz, 8
79696, Herz, 10
79697, Kreuz, Dame
79698, Pik, 5
79699, Herz, 6
79700, Karo, 7
79701, Pik, 2
79702, Kreuz, 6
79703, Pik, 9
79704, Pik, 6
79705, Karo, 2
79706, Kreuz, 10
79707, Pik, As
79708, Herz, As
79709, Pik, 9
79710, Kreuz, 5
79711, Pik, 6
79712, Herz, Dame
79713, Karo, 9
79714, Kreuz, 9
79715, Pik, 3
79716, Karo, 6
79717, Herz, As
79718, Karo, Dame
79719, Herz, 2
79720, Karo, König
79721, Herz, 5
79722, Karo, 6
79723, Karo, As
79724, Kreuz, 5
79725, Pik, 10
79726, Karo, 7
79727, Herz, 10
79728, Karo, Dame
79729, Kreuz, König
79730, Karo, 4
79731, Pik, 2
79732, Pik, Bube
79733, Kreuz, Dame
79734, Karo, 9
79735, Karo, 8
79736, Kreuz, Dame
79737, Karo, 3
79738, Pik, König
79739, Pik, Dame
79740, Herz, 2
79741, Kreuz, Bube
79742, Pik, 6
79743, Herz, 8
79744, Herz, Bube
79745, Herz, König
79746, Pik, 10
79747, Pik, 5
79748, Karo, 7
79749, Pik, König
79750, Karo, 10
79751, Herz, 7
79752, Herz, 6
79753, Kreuz, König
79754, Karo, As
79755, Kreuz, 8
79756, Karo, 8
79757, Herz, 3
79758, Karo, 4
79759, Karo, 6
79760, Pik, As
79761, Herz, 2
79762, Kreuz, 7
79763, Herz, As
79764, Herz, 2
79765, Pik, Bube
79766, Herz, 10
79767, Karo, 3
79768, Karo, 2
79769, Herz, As
79770, Kreuz, Dame
79771, Karo, 2
79772, Kreuz, 9
79773, Kreuz, 8
79774, Kreuz, 3
79775, Karo, 10
79776, Kreuz, Bube
79777, Kreuz, 3
79778, Karo, 10
79779, Karo, 5
79780, Pik, Bube
79781, Karo, 5
79782, Kreuz, 10
79783, Kreuz, König
79784, Karo, 9
79785, Pik, 7
79786, Pik, 5
79787, Karo, 6
79788, Karo, 7
79789, Herz, 4
79790, Pik, 9
79791, Pik, 5
79792, Herz, 8
79793, Pik, 9
79794, Herz, Dame
79795, Herz, As
79796, Karo, 8
79797, Karo, Bube
79798, Kreuz, König
79799, Herz, Bube
79800, Karo, Bube
79801, Kreuz, 10
79802, Pik, 5
79803, Pik, 7
79804, Herz, Dame
79805, Pik, Dame
79806, Herz, As
79807, Pik, 5
79808, Herz, 2
79809, Karo, Dame
79810, Kreuz, 3
79811, Kreuz, 5
79812, Herz, 10
79813, Karo, 9
79814, Karo, 2
79815, Herz, As
79816, Karo, 5
79817, Pik, 9
79818, Herz, 3
79819, Pik, 10
79820, Herz, 8
79821, Kreuz, 10
79822, Pik, 6
79823, Kreuz, 8
79824, Pik, 5
79825, Herz, As
79826, Kreuz, 6
79827, Karo, 6
79828, Kreuz, 9
79829, Pik, As
79830, Karo, 6
79831, Pik, 2
79832, Kreuz, 8
79833, Karo, 7
79834, Kreuz, 5
79835, Herz, 9
79836, Pik, As
79837, Karo, 5
79838, Karo, Bube
79839, Pik, König
79840, Kreuz, König
79841, Herz, As
79842, Kreuz, 5
79843, Pik, 5
79844, Kreuz, Bube
79845, Kreuz, Bube
79846, Kreuz, König
79847, Pik, 10
79848, Pik, 10
79849, Pik, 2
79850, Herz, 5
79851, Pik, Bube
79852, Herz, 9
79853, Kreuz, Bube
79854, Kreuz, 5
79855, Kreuz, 4
79856, Herz, König
79857, Herz, As
79858, Kreuz, Dame
79859, Karo, 5
79860, Herz, 9
79861, Kreuz, 10
79862, Herz, 7
79863, Herz, 7
79864, Karo, As
79865, Pik, 8
79866, Karo, 5
79867, Karo, 8
79868, Herz, 2
79869, Herz, 8
79870, Herz, 3
79871, Kreuz, 7
79872, Kreuz, 9
79873, Herz, 10
79874, Herz, 3
79875, Karo, Dame
79876, Kreuz, 10
79877, Karo, 8
79878, Kreuz, 7
79879, Pik, 6
79880, Kreuz, 9
79881, Herz, Bube
79882, Karo, König
79883, Pik, 2
79884, Pik, 6
79885, Kreuz, 8
79886, Kreuz, 3
79887, Kreuz, 8
79888, Kreuz, As
79889, Karo, 4
79890, Herz, Bube
79891, Herz, 4
79892, Kreuz, Dame
79893, Pik, Dame
79894, Kreuz, 4
79895, Kreuz, Bube
79896, Pik, 7
79897, Herz, 4
79898, Karo, 3
79899, Herz, 2
79900, Kreuz, 8
79901, Pik, 2
79902, Kreuz, 3
79903, Herz, 9
79904, Herz, 3
79905, Herz, Dame
79906, Karo, As
79907, Pik, Dame
79908, Kreuz, 3
79909, Kreuz, 2
79910, Kreuz, 4
79911, Kreuz, 4
79912, Herz, 8
79913, Herz, Bube
79914, Karo, 10
79915, Herz, 7
79916, Karo, 6
79917, Herz, 4
79918, Pik, 8
79919, Herz, 10
79920, Kreuz, 6
79921, Herz, 7
79922, Herz, 9
79923, Pik, 5
79924, Kreuz, 10
79925, Kreuz, 2
79926, Herz, 8
79927, Kreuz, 2
79928, Herz, 10
79929, Herz, Dame
79930, Herz, 2
79931, Pik, 10
79932, Kreuz, 5
79933, Herz, 6
79934, Karo, Bube
79935, Karo, 9
79936, Herz, 8
79937, Kreuz, 6
79938, Pik, König
79939, Pik, Bube
79940, Pik, 5
79941, Karo, 4
79942, Pik, 10
79943, Kreuz, 6
79944, Pik, As
79945, Pik, 7
79946, Herz, Bube
79947, Kreuz, 7
79948, Herz, 3
79949, Herz, 9
79950, Karo, 7
79951, Karo, Dame
79952, Karo, 4
79953, Karo, 8
79954, Herz, 6
79955, Kreuz, 7
79956, Kreuz, König
79957, Herz, 9
79958, Kreuz, 10
79959, Herz, Dame
79960, Pik, 4
79961, Pik, 7
79962, Herz, Bube
79963, Karo, 6
79964, Herz, Dame
79965, Pik, 9
79966, Pik, Bube
79967, Kreuz, 2
79968, Kreuz, As
79969, Pik, Dame
79970, Herz, König
79971, Karo, 8
79972, Pik, 2
79973, Herz, 3
79974, Karo, 9
79975, Pik, As
79976, Kreuz, 8
79977, Herz, 7
79978, Kreuz, 9
79979, Karo, 3
79980, Herz, 3
79981, Pik, Dame
79982, Karo, 9
79983, Karo, 6
79984, Herz, As
79985, Kreuz, 8
79986, Pik, 4
79987, Karo, 9
79988, Herz, 7
79989, Herz, 9
79990, Kreuz, 9
79991, Pik, 5
79992, Herz, 6
79993, Karo, 6
79994, Kreuz, 4
79995, Karo, 5
79996, Kreuz, Dame
79997, Karo, 7
79998, Pik, As
79999, Karo, 4
80000, Karo, Dame
80001, Karo, 2
80002, Pik, As
80003, Pik, As
80004, Herz, 3
80005, Karo, 6
80006, Kreuz, 10
80007, Pik, 3
80008, Pik, 6
80009, Pik, 3
80010, Kreuz, König
80011, Karo, Dame
80012, Karo, As
80013, Pik, König
80014, Kreuz, 8
80015, Karo, 5
80016, Kreuz, 8
80017, Herz, König
80018, Kreuz, 7
80019, Pik, Bube
80020, Herz, 7
80021, Herz, 9
80022, Pik, 9
80023, Karo, 2
80024, Kreuz, 3
80025, Herz, 3
80026, Kreuz, 7
80027, Kreuz, 2
80028, Karo, Dame
80029, Herz, 2
80030, Karo, As
80031, Kreuz, 7
80032, Kreuz, König
80033, Kreuz, Bube
80034, Karo, 6
80035, Karo, Dame
80036, Kreuz, König
80037, Kreuz, Dame
80038, Karo, As
80039, Karo, 3
80040, Herz, Dame
80041, Herz, 2
80042, Herz, 5
80043, Pik, 3
80044, Pik, Dame
80045, Kreuz, 6
80046, Pik, 2
80047, Kreuz, 6
80048, Pik, 10
80049, Herz, As
80050, Herz, 8
80051, Pik, Bube
80052, Herz, 4
80053, Karo, Bube
80054, Herz, As
80055, Herz, As
80056, Pik, 6
80057, Herz, König
80058, Kreuz, 6
80059, Kreuz, 6
80060, Kreuz, 5
80061, Herz, 3
80062, Kreuz, 4
80063, Karo, Bube
80064, Karo, 6
80065, Herz, 5
80066, Karo, 10
80067, Kreuz, 5
80068, Herz, 2
80069, Kreuz, 8
80070, Kreuz, 6
80071, Kreuz, König
80072, Herz, 8
80073, Herz, Dame
80074, Herz, Dame
80075, Karo, König
80076, Herz, Bube
80077, Karo, 5
80078, Kreuz, 8
80079, Pik, 5
80080, Karo, 3
80081, Herz, 5
80082, Karo, 2
80083, Kreuz, 9
80084, Karo, 10
80085, Karo, 3
80086, Pik, 8
80087, Karo, 9
80088, Pik, As
80089, Kreuz, Bube
80090, Kreuz, 2
80091, Karo, 8
80092, Herz, 9
80093, Pik, As
80094, Pik, 8
80095, Herz, As
80096, Herz, 8
80097, Herz, Bube
80098, Pik, 7
80099, Herz, 4
80100, Pik, 8
80101, Kreuz, König
80102, Karo, 6
80103, Karo, König
80104, Pik, 8
80105, Karo, 5
80106, Karo, As
80107, Kreuz, 5
80108, Karo, As
80109, Karo, 5
80110, Pik, 8
80111, Kreuz, 9
80112, Kreuz, 3
80113, Pik, König
80114, Karo, As
80115, Herz, As
80116, Herz, 2
80117, Pik, Dame
80118, Herz, 6
80119, Herz, Bube
80120, Pik, As
80121, Kreuz, 5
80122, Karo, 8
80123, Herz, 5
80124, Kreuz, As
80125, Karo, Bube
80126, Kreuz, Dame
80127, Kreuz, Bube
80128, Pik, Dame
80129, Kreuz, 7
80130, Karo, 3
80131, Pik, König
80132, Karo, Dame
80133, Pik, As
80134, Pik, Bube
80135, Pik, As
80136, Karo, 9
80137, Herz, 10
80138, Kreuz, 8
80139, Karo, König
80140, Karo, 7
80141, Herz, König
80142, Pik, As
80143, Herz, 2
80144, Herz, 6
80145, Pik, 2
80146, Herz, Dame
80147, Kreuz, 10
80148, Herz, 2
80149, Karo, König
80150, Kreuz, 5
80151, Karo, 5
80152, Kreuz, 4
80153, Pik, As
80154, Herz, 6
80155, Pik, 7
80156, Herz, 10
80157, Karo, 8
80158, Herz, 2
80159, Karo, 5
80160, Herz, 8
80161, Kreuz, 8
80162, Kreuz, 5
80163, Kreuz, Bube
80164, Pik, König
80165, Karo, 8
80166, Karo, 9
80167, Herz, Dame
80168, Kreuz, 4
80169, Pik, 5
80170, Kreuz, 8
80171, Kreuz, 4
80172, Herz, Dame
80173, Kreuz, 8
80174, Karo, 8
80175, Herz, 6
80176, Karo, 10
80177, Herz, 4
80178, Herz, Bube
80179, Kreuz, As
80180, Herz, 8
80181, Kreuz, 7
80182, Pik, As
80183, Pik, Dame
80184, Herz, 5
80185, Pik, As
80186, Karo, 9
80187, Karo, König
80188, Kreuz, 7
80189, Karo, 5
80190, Karo, 7
80191, Karo, 7
80192, Kreuz, König
80193, Pik, 7
80194, Herz, 8
80195, Herz, 5
80196, Pik, 7
80197, Pik, 4
